Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Daily Observation Table for March 19 2021 to April 18 2021
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Avg Temp,Avg Temp Flag
Alamo,48.546510,-103.471843,2157,2021,04,08,47.435,
Alamo,48.546510,-103.471843,2157,2021,04,09,39.063,
Alamo,48.546510,-103.471843,2157,2021,04,10,45.371,
Alamo,48.546510,-103.471843,2157,2021,04,11,35.851,
Alamo,48.546510,-103.471843,2157,2021,04,12,26.866,
Alamo,48.546510,-103.471843,2157,2021,04,13,22.670,
Alamo,48.546510,-103.471843,2157,2021,04,14,24.986,
Alamo,48.546510,-103.471843,2157,2021,04,15,32.036,
Alamo,48.546510,-103.471843,2157,2021,04,16,35.560,
Alamo,48.546510,-103.471843,2157,2021,04,17,39.319,
Amidon,46.488490,-103.316290,2882,2021,03,19,44.807,
Amidon,46.488490,-103.316290,2882,2021,03,20,49.566,
Amidon,46.488490,-103.316290,2882,2021,03,21,37.211,
Amidon,46.488490,-103.316290,2882,2021,03,22,40.296,
Amidon,46.488490,-103.316290,2882,2021,03,23,40.348,
Amidon,46.488490,-103.316290,2882,2021,03,24,38.535,
Amidon,46.488490,-103.316290,2882,2021,03,25,42.422,
Amidon,46.488490,-103.316290,2882,2021,03,26,35.464,
Amidon,46.488490,-103.316290,2882,2021,03,27,30.797,
Amidon,46.488490,-103.316290,2882,2021,03,28,44.970,
Amidon,46.488490,-103.316290,2882,2021,03,29,39.976,
Amidon,46.488490,-103.316290,2882,2021,03,30,19.650,
Amidon,46.488490,-103.316290,2882,2021,03,31,28.166,
Amidon,46.488490,-103.316290,2882,2021,04,01,46.863,
Amidon,46.488490,-103.316290,2882,2021,04,02,54.233,
Amidon,46.488490,-103.316290,2882,2021,04,03,55.888,
Amidon,46.488490,-103.316290,2882,2021,04,04,51.814,
Amidon,46.488490,-103.316290,2882,2021,04,05,42.338,
Amidon,46.488490,-103.316290,2882,2021,04,06,40.356,
Amidon,46.488490,-103.316290,2882,2021,04,07,42.268,
Amidon,46.488490,-103.316290,2882,2021,04,08,48.238,
Amidon,46.488490,-103.316290,2882,2021,04,09,39.459,
Amidon,46.488490,-103.316290,2882,2021,04,10,50.874,
Amidon,46.488490,-103.316290,2882,2021,04,11,36.887,
Amidon,46.488490,-103.316290,2882,2021,04,12,27.668,
Amidon,46.488490,-103.316290,2882,2021,04,13,26.209,
Amidon,46.488490,-103.316290,2882,2021,04,14,27.910,
Amidon,46.488490,-103.316290,2882,2021,04,15,32.473,
Amidon,46.488490,-103.316290,2882,2021,04,16,33.978,
Amidon,46.488490,-103.316290,2882,2021,04,17,37.526,
Arnegard,47.93947,-103.45559,2254,2021,03,19,47.843,
Arnegard,47.93947,-103.45559,2254,2021,03,20,48.018,
Arnegard,47.93947,-103.45559,2254,2021,03,21,41.262,
Arnegard,47.93947,-103.45559,2254,2021,03,22,40.950,
Arnegard,47.93947,-103.45559,2254,2021,03,23,40.479,
Arnegard,47.93947,-103.45559,2254,2021,03,24,34.290,
Arnegard,47.93947,-103.45559,2254,2021,03,25,43.798,
Arnegard,47.93947,-103.45559,2254,2021,03,26,35.345,
Arnegard,47.93947,-103.45559,2254,2021,03,27,31.991,
Arnegard,47.93947,-103.45559,2254,2021,03,28,45.523,
Arnegard,47.93947,-103.45559,2254,2021,03,29,36.811,
Arnegard,47.93947,-103.45559,2254,2021,03,30,16.437,
Arnegard,47.93947,-103.45559,2254,2021,03,31,26.448,
Arnegard,47.93947,-103.45559,2254,2021,04,01,48.286,
Arnegard,47.93947,-103.45559,2254,2021,04,02,54.586,
Arnegard,47.93947,-103.45559,2254,2021,04,03,58.794,
Arnegard,47.93947,-103.45559,2254,2021,04,04,53.126,
Arnegard,47.93947,-103.45559,2254,2021,04,05,48.391,
Arnegard,47.93947,-103.45559,2254,2021,04,06,46.139,
Arnegard,47.93947,-103.45559,2254,2021,04,07,49.446,
Arnegard,47.93947,-103.45559,2254,2021,04,08,54.783,
Arnegard,47.93947,-103.45559,2254,2021,04,09,44.000,
Arnegard,47.93947,-103.45559,2254,2021,04,10,51.622,
Arnegard,47.93947,-103.45559,2254,2021,04,11,37.150,
Arnegard,47.93947,-103.45559,2254,2021,04,12,26.762,
Arnegard,47.93947,-103.45559,2254,2021,04,13,23.196,
Arnegard,47.93947,-103.45559,2254,2021,04,14,25.048,
Arnegard,47.93947,-103.45559,2254,2021,04,15,32.803,
Arnegard,47.93947,-103.45559,2254,2021,04,16,40.802,
Arnegard,47.93947,-103.45559,2254,2021,04,17,44.885,
Baker,48.167,-99.648,1680,2021,03,19,42.674,
Baker,48.167,-99.648,1680,2021,03,20,45.596,
Baker,48.167,-99.648,1680,2021,03,21,43.082,
Baker,48.167,-99.648,1680,2021,03,22,37.304,
Baker,48.167,-99.648,1680,2021,03,23,36.117,
Baker,48.167,-99.648,1680,2021,03,24,29.348,
Baker,48.167,-99.648,1680,2021,03,25,38.618,
Baker,48.167,-99.648,1680,2021,03,26,35.477,
Baker,48.167,-99.648,1680,2021,03,27,30.909,
Baker,48.167,-99.648,1680,2021,03,28,35.474,
Baker,48.167,-99.648,1680,2021,03,29,41.361,
Baker,48.167,-99.648,1680,2021,03,30,20.093,
Baker,48.167,-99.648,1680,2021,03,31,21.968,
Baker,48.167,-99.648,1680,2021,04,01,38.633,
Baker,48.167,-99.648,1680,2021,04,02,48.908,
Baker,48.167,-99.648,1680,2021,04,03,54.135,
Baker,48.167,-99.648,1680,2021,04,04,46.589,
Baker,48.167,-99.648,1680,2021,04,05,49.062,
Baker,48.167,-99.648,1680,2021,04,06,41.913,
Baker,48.167,-99.648,1680,2021,04,07,44.693,
Baker,48.167,-99.648,1680,2021,04,08,45.585,
Baker,48.167,-99.648,1680,2021,04,09,42.121,
Baker,48.167,-99.648,1680,2021,04,10,44.157,
Baker,48.167,-99.648,1680,2021,04,11,45.750,
Baker,48.167,-99.648,1680,2021,04,12,29.343,
Baker,48.167,-99.648,1680,2021,04,13,22.719,
Baker,48.167,-99.648,1680,2021,04,14,26.280,
Baker,48.167,-99.648,1680,2021,04,15,32.624,
Baker,48.167,-99.648,1680,2021,04,16,36.428,
Baker,48.167,-99.648,1680,2021,04,17,41.961,
Beach,46.789,-103.966,2932,2021,03,19,43.925,
Beach,46.789,-103.966,2932,2021,03,20,47.534,
Beach,46.789,-103.966,2932,2021,03,21,38.437,
Beach,46.789,-103.966,2932,2021,03,22,39.247,
Beach,46.789,-103.966,2932,2021,03,23,36.548,
Beach,46.789,-103.966,2932,2021,03,24,35.655,
Beach,46.789,-103.966,2932,2021,03,25,38.375,
Beach,46.789,-103.966,2932,2021,03,26,35.379,
Beach,46.789,-103.966,2932,2021,03,27,31.936,
Beach,46.789,-103.966,2932,2021,03,28,44.818,
Beach,46.789,-103.966,2932,2021,03,29,35.845,
Beach,46.789,-103.966,2932,2021,03,30,18.532,
Beach,46.789,-103.966,2932,2021,03,31,29.993,
Beach,46.789,-103.966,2932,2021,04,01,44.238,
Beach,46.789,-103.966,2932,2021,04,02,54.113,
Beach,46.789,-103.966,2932,2021,04,03,53.235,
Beach,46.789,-103.966,2932,2021,04,04,55.632,
Beach,46.789,-103.966,2932,2021,04,05,44.791,
Beach,46.789,-103.966,2932,2021,04,06,42.555,
Beach,46.789,-103.966,2932,2021,04,07,46.341,
Beach,46.789,-103.966,2932,2021,04,08,49.134,
Beach,46.789,-103.966,2932,2021,04,09,40.418,
Beach,46.789,-103.966,2932,2021,04,10,44.967,
Beach,46.789,-103.966,2932,2021,04,11,33.403,
Beach,46.789,-103.966,2932,2021,04,12,26.870,
Beach,46.789,-103.966,2932,2021,04,13,24.574,
Beach,46.789,-103.966,2932,2021,04,14,25.354,
Beach,46.789,-103.966,2932,2021,04,15,31.502,
Beach,46.789,-103.966,2932,2021,04,16,38.622,
Beach,46.789,-103.966,2932,2021,04,17,41.709,
Becker,45.3443,-93.8500,935,2021,03,19,36.289,
Becker,45.3443,-93.8500,935,2021,03,20,46.359,
Becker,45.3443,-93.8500,935,2021,03,21,50.229,
Becker,45.3443,-93.8500,935,2021,03,22,43.824,
Becker,45.3443,-93.8500,935,2021,03,23,44.139,
Becker,45.3443,-93.8500,935,2021,03,24,36.722,
Becker,45.3443,-93.8500,935,2021,03,25,36.935,
Becker,45.3443,-93.8500,935,2021,03,26,35.874,
Becker,45.3443,-93.8500,935,2021,03,27,38.259,
Becker,45.3443,-93.8500,935,2021,03,28,36.826,
Becker,45.3443,-93.8500,935,2021,03,29,56.682,
Becker,45.3443,-93.8500,935,2021,03,30,37.929,
Becker,45.3443,-93.8500,935,2021,03,31,25.512,
Becker,45.3443,-93.8500,935,2021,04,01,28.558,
Becker,45.3443,-93.8500,935,2021,04,02,47.685,
Becker,45.3443,-93.8500,935,2021,04,03,50.219,
Becker,45.3443,-93.8500,935,2021,04,04,54.564,
Becker,45.3443,-93.8500,935,2021,04,05,62.326,
Becker,45.3443,-93.8500,935,2021,04,06,56.861,
Becker,45.3443,-93.8500,935,2021,04,07,49.151,
Becker,45.3443,-93.8500,935,2021,04,08,49.686,
Becker,45.3443,-93.8500,935,2021,04,09,45.910,
Becker,45.3443,-93.8500,935,2021,04,10,43.856,
Becker,45.3443,-93.8500,935,2021,04,11,47.309,
Becker,45.3443,-93.8500,935,2021,04,12,39.414,
Becker,45.3443,-93.8500,935,2021,04,13,31.335,
Becker,45.3443,-93.8500,935,2021,04,14,38.060,
Becker,45.3443,-93.8500,935,2021,04,15,41.661,
Becker,45.3443,-93.8500,935,2021,04,16,46.270,
Becker,45.3443,-93.8500,935,2021,04,17,47.479,
Berthold,48.38,-101.822,2132,2021,03,19,43.575,
Berthold,48.38,-101.822,2132,2021,03,20,46.419,
Berthold,48.38,-101.822,2132,2021,03,21,36.159,
Berthold,48.38,-101.822,2132,2021,03,22,36.801,
Berthold,48.38,-101.822,2132,2021,03,23,35.141,
Berthold,48.38,-101.822,2132,2021,03,24,30.868,
Berthold,48.38,-101.822,2132,2021,03,25,40.943,
Berthold,48.38,-101.822,2132,2021,03,26,34.908,
Berthold,48.38,-101.822,2132,2021,03,27,30.259,
Berthold,48.38,-101.822,2132,2021,03,28,40.100,
Berthold,48.38,-101.822,2132,2021,03,29,35.758,
Berthold,48.38,-101.822,2132,2021,03,30,16.527,
Berthold,48.38,-101.822,2132,2021,03,31,21.716,
Berthold,48.38,-101.822,2132,2021,04,01,44.831,
Berthold,48.38,-101.822,2132,2021,04,02,49.540,
Berthold,48.38,-101.822,2132,2021,04,03,52.138,
Berthold,48.38,-101.822,2132,2021,04,04,45.040,
Berthold,48.38,-101.822,2132,2021,04,05,43.737,
Berthold,48.38,-101.822,2132,2021,04,06,41.187,
Berthold,48.38,-101.822,2132,2021,04,07,45.537,
Berthold,48.38,-101.822,2132,2021,04,08,47.523,
Berthold,48.38,-101.822,2132,2021,04,09,38.883,
Berthold,48.38,-101.822,2132,2021,04,10,45.567,
Berthold,48.38,-101.822,2132,2021,04,11,39.544,
Berthold,48.38,-101.822,2132,2021,04,12,26.979,
Berthold,48.38,-101.822,2132,2021,04,13,20.998,
Berthold,48.38,-101.822,2132,2021,04,14,23.660,
Berthold,48.38,-101.822,2132,2021,04,15,31.170,
Berthold,48.38,-101.822,2132,2021,04,16,36.991,
Berthold,48.38,-101.822,2132,2021,04,17,42.616,
Bottineau,48.821,-100.760,1479,2021,03,19,42.780,
Bottineau,48.821,-100.760,1479,2021,03,20,45.558,
Bottineau,48.821,-100.760,1479,2021,03,21,38.117,
Bottineau,48.821,-100.760,1479,2021,03,22,32.864,
Bottineau,48.821,-100.760,1479,2021,03,23,35.908,
Bottineau,48.821,-100.760,1479,2021,03,24,31.178,
Bottineau,48.821,-100.760,1479,2021,03,25,41.682,
Bottineau,48.821,-100.760,1479,2021,03,26,33.618,
Bottineau,48.821,-100.760,1479,2021,03,27,27.830,
Bottineau,48.821,-100.760,1479,2021,03,28,32.333,
Bottineau,48.821,-100.760,1479,2021,03,29,40.121,
Bottineau,48.821,-100.760,1479,2021,03,30,21.288,
Bottineau,48.821,-100.760,1479,2021,03,31,19.189,
Bottineau,48.821,-100.760,1479,2021,04,01,40.064,
Bottineau,48.821,-100.760,1479,2021,04,02,46.977,
Bottineau,48.821,-100.760,1479,2021,04,03,46.633,
Bottineau,48.821,-100.760,1479,2021,04,04,43.673,
Bottineau,48.821,-100.760,1479,2021,04,05,41.038,
Bottineau,48.821,-100.760,1479,2021,04,06,36.716,
Bottineau,48.821,-100.760,1479,2021,04,07,41.736,
Bottineau,48.821,-100.760,1479,2021,04,08,45.509,
Bottineau,48.821,-100.760,1479,2021,04,09,37.083,
Bottineau,48.821,-100.760,1479,2021,04,10,39.407,
Bottineau,48.821,-100.760,1479,2021,04,11,41.034,
Bottineau,48.821,-100.760,1479,2021,04,12,27.998,
Bottineau,48.821,-100.760,1479,2021,04,13,23.054,
Bottineau,48.821,-100.760,1479,2021,04,14,26.436,
Bottineau,48.821,-100.760,1479,2021,04,15,35.267,
Bottineau,48.821,-100.760,1479,2021,04,16,36.738,
Bottineau,48.821,-100.760,1479,2021,04,17,40.405,
Bowbells,48.817,-102.239,1959,2021,03,19,45.407,
Bowbells,48.817,-102.239,1959,2021,03,20,45.816,
Bowbells,48.817,-102.239,1959,2021,03,21,34.859,
Bowbells,48.817,-102.239,1959,2021,03,22,34.304,
Bowbells,48.817,-102.239,1959,2021,03,23,33.580,
Bowbells,48.817,-102.239,1959,2021,03,24,32.301,
Bowbells,48.817,-102.239,1959,2021,03,25,41.007,
Bowbells,48.817,-102.239,1959,2021,03,26,33.715,
Bowbells,48.817,-102.239,1959,2021,03,27,29.876,
Bowbells,48.817,-102.239,1959,2021,03,28,37.823,
Bowbells,48.817,-102.239,1959,2021,03,29,34.848,
Bowbells,48.817,-102.239,1959,2021,03,30,13.620,
Bowbells,48.817,-102.239,1959,2021,03,31,18.828,
Bowbells,48.817,-102.239,1959,2021,04,01,44.979,
Bowbells,48.817,-102.239,1959,2021,04,02,47.292,
Bowbells,48.817,-102.239,1959,2021,04,03,49.247,
Bowbells,48.817,-102.239,1959,2021,04,04,43.284,
Bowbells,48.817,-102.239,1959,2021,04,05,40.653,
Bowbells,48.817,-102.239,1959,2021,04,06,40.270,
Bowbells,48.817,-102.239,1959,2021,04,07,46.014,
Bowbells,48.817,-102.239,1959,2021,04,08,44.852,
Bowbells,48.817,-102.239,1959,2021,04,09,39.343,
Bowbells,48.817,-102.239,1959,2021,04,10,46.699,
Bowbells,48.817,-102.239,1959,2021,04,11,37.994,
Bowbells,48.817,-102.239,1959,2021,04,12,26.491,
Bowbells,48.817,-102.239,1959,2021,04,13,22.039,
Bowbells,48.817,-102.239,1959,2021,04,14,24.396,
Bowbells,48.817,-102.239,1959,2021,04,15,30.526,
Bowbells,48.817,-102.239,1959,2021,04,16,36.844,
Bowbells,48.817,-102.239,1959,2021,04,17,41.189,
Bowman,46.19969,-103.47305,3032,2021,03,19,40.469,
Bowman,46.19969,-103.47305,3032,2021,03,20,44.658,
Bowman,46.19969,-103.47305,3032,2021,03,21,38.020,
Bowman,46.19969,-103.47305,3032,2021,03,22,35.141,
Bowman,46.19969,-103.47305,3032,2021,03,23,39.053,
Bowman,46.19969,-103.47305,3032,2021,03,24,37.927,
Bowman,46.19969,-103.47305,3032,2021,03,25,37.946,
Bowman,46.19969,-103.47305,3032,2021,03,26,35.201,
Bowman,46.19969,-103.47305,3032,2021,03,27,31.734,
Bowman,46.19969,-103.47305,3032,2021,03,28,40.946,
Bowman,46.19969,-103.47305,3032,2021,03,29,37.164,
Bowman,46.19969,-103.47305,3032,2021,03,30,18.060,
Bowman,46.19969,-103.47305,3032,2021,03,31,26.627,
Bowman,46.19969,-103.47305,3032,2021,04,01,41.477,
Bowman,46.19969,-103.47305,3032,2021,04,02,48.909,
Bowman,46.19969,-103.47305,3032,2021,04,03,51.865,
Bowman,46.19969,-103.47305,3032,2021,04,04,55.629,
Bowman,46.19969,-103.47305,3032,2021,04,05,45.413,
Bowman,46.19969,-103.47305,3032,2021,04,06,40.064,
Bowman,46.19969,-103.47305,3032,2021,04,07,43.823,
Bowman,46.19969,-103.47305,3032,2021,04,08,47.856,
Bowman,46.19969,-103.47305,3032,2021,04,09,37.474,
Bowman,46.19969,-103.47305,3032,2021,04,10,43.418,
Bowman,46.19969,-103.47305,3032,2021,04,11,35.192,
Bowman,46.19969,-103.47305,3032,2021,04,12,27.532,
Bowman,46.19969,-103.47305,3032,2021,04,13,24.818,
Bowman,46.19969,-103.47305,3032,2021,04,14,27.826,
Bowman,46.19969,-103.47305,3032,2021,04,15,30.409,
Bowman,46.19969,-103.47305,3032,2021,04,16,33.225,
Bowman,46.19969,-103.47305,3032,2021,04,17,37.354,
Brampton,45.984106,-97.820760,1319,2021,03,19,39.297,
Brampton,45.984106,-97.820760,1319,2021,03,20,52.627,
Brampton,45.984106,-97.820760,1319,2021,03,21,43.126,
Brampton,45.984106,-97.820760,1319,2021,03,22,39.691,
Brampton,45.984106,-97.820760,1319,2021,03,23,41.713,
Brampton,45.984106,-97.820760,1319,2021,03,24,35.774,
Brampton,45.984106,-97.820760,1319,2021,03,25,37.502,
Brampton,45.984106,-97.820760,1319,2021,03,26,39.948,
Brampton,45.984106,-97.820760,1319,2021,03,27,34.508,
Brampton,45.984106,-97.820760,1319,2021,03,28,34.970,
Brampton,45.984106,-97.820760,1319,2021,03,29,52.083,
Brampton,45.984106,-97.820760,1319,2021,03,30,27.309,
Brampton,45.984106,-97.820760,1319,2021,03,31,24.740,
Brampton,45.984106,-97.820760,1319,2021,04,01,36.005,
Brampton,45.984106,-97.820760,1319,2021,04,02,53.490,
Brampton,45.984106,-97.820760,1319,2021,04,03,49.308,
Brampton,45.984106,-97.820760,1319,2021,04,04,51.471,
Brampton,45.984106,-97.820760,1319,2021,04,05,53.397,
Brampton,45.984106,-97.820760,1319,2021,04,06,42.314,
Brampton,45.984106,-97.820760,1319,2021,04,07,41.418,
Brampton,45.984106,-97.820760,1319,2021,04,08,42.319,
Brampton,45.984106,-97.820760,1319,2021,04,09,44.907,
Brampton,45.984106,-97.820760,1319,2021,04,10,43.016,
Brampton,45.984106,-97.820760,1319,2021,04,11,43.419,
Brampton,45.984106,-97.820760,1319,2021,04,12,34.298,
Brampton,45.984106,-97.820760,1319,2021,04,13,26.938,
Brampton,45.984106,-97.820760,1319,2021,04,14,32.575,
Brampton,45.984106,-97.820760,1319,2021,04,15,35.431,
Brampton,45.984106,-97.820760,1319,2021,04,16,41.941,
Brampton,45.984106,-97.820760,1319,2021,04,17,43.783,
Brorson,47.782,-104.248,2268,2021,03,19,46.163,
Brorson,47.782,-104.248,2268,2021,03,20,47.208,
Brorson,47.782,-104.248,2268,2021,03,21,39.361,
Brorson,47.782,-104.248,2268,2021,03,22,39.531,
Brorson,47.782,-104.248,2268,2021,03,23,39.085,
Brorson,47.782,-104.248,2268,2021,03,24,35.490,
Brorson,47.782,-104.248,2268,2021,03,25,42.951,
Brorson,47.782,-104.248,2268,2021,03,26,37.680,
Brorson,47.782,-104.248,2268,2021,03,27,31.992,
Brorson,47.782,-104.248,2268,2021,03,28,45.426,
Brorson,47.782,-104.248,2268,2021,03,29,37.551,
Brorson,47.782,-104.248,2268,2021,03,30,20.424,
Brorson,47.782,-104.248,2268,2021,03,31,27.932,
Brorson,47.782,-104.248,2268,2021,04,01,46.722,
Brorson,47.782,-104.248,2268,2021,04,02,53.759,
Brorson,47.782,-104.248,2268,2021,04,03,56.055,
Brorson,47.782,-104.248,2268,2021,04,04,53.378,
Brorson,47.782,-104.248,2268,2021,04,05,47.307,
Brorson,47.782,-104.248,2268,2021,04,06,44.535,
Brorson,47.782,-104.248,2268,2021,04,07,45.910,
Brorson,47.782,-104.248,2268,2021,04,08,51.592,
Brorson,47.782,-104.248,2268,2021,04,09,43.248,
Brorson,47.782,-104.248,2268,2021,04,10,49.257,
Brorson,47.782,-104.248,2268,2021,04,11,37.261,
Brorson,47.782,-104.248,2268,2021,04,12,28.351,
Brorson,47.782,-104.248,2268,2021,04,13,24.895,
Brorson,47.782,-104.248,2268,2021,04,14,25.016,
Brorson,47.782,-104.248,2268,2021,04,15,33.263,
Brorson,47.782,-104.248,2268,2021,04,16,42.422,
Brorson,47.782,-104.248,2268,2021,04,17,44.261,
Campbell,46.064932,-96.370165,1005,2021,03,19,39.459,
Campbell,46.064932,-96.370165,1005,2021,03,20,47.719,
Campbell,46.064932,-96.370165,1005,2021,03,21,43.364,
Campbell,46.064932,-96.370165,1005,2021,03,22,39.968,
Campbell,46.064932,-96.370165,1005,2021,03,23,40.170,
Campbell,46.064932,-96.370165,1005,2021,03,24,36.732,
Campbell,46.064932,-96.370165,1005,2021,03,25,38.621,
Campbell,46.064932,-96.370165,1005,2021,03,26,35.487,
Campbell,46.064932,-96.370165,1005,2021,03,27,36.737,
Campbell,46.064932,-96.370165,1005,2021,03,28,35.247,
Campbell,46.064932,-96.370165,1005,2021,03,29,54.937,
Campbell,46.064932,-96.370165,1005,2021,03,30,29.766,
Campbell,46.064932,-96.370165,1005,2021,03,31,24.941,
Campbell,46.064932,-96.370165,1005,2021,04,01,32.225,
Campbell,46.064932,-96.370165,1005,2021,04,02,51.400,
Campbell,46.064932,-96.370165,1005,2021,04,03,49.347,
Campbell,46.064932,-96.370165,1005,2021,04,04,52.250,
Campbell,46.064932,-96.370165,1005,2021,04,05,56.152,
Campbell,46.064932,-96.370165,1005,2021,04,06,45.381,
Campbell,46.064932,-96.370165,1005,2021,04,07,44.728,
Campbell,46.064932,-96.370165,1005,2021,04,08,43.739,
Campbell,46.064932,-96.370165,1005,2021,04,09,43.186,
Campbell,46.064932,-96.370165,1005,2021,04,10,43.196,
Campbell,46.064932,-96.370165,1005,2021,04,11,43.639,
Campbell,46.064932,-96.370165,1005,2021,04,12,36.103,
Campbell,46.064932,-96.370165,1005,2021,04,13,27.680,
Campbell,46.064932,-96.370165,1005,2021,04,14,31.497,
Campbell,46.064932,-96.370165,1005,2021,04,15,35.893,
Campbell,46.064932,-96.370165,1005,2021,04,16,42.856,
Campbell,46.064932,-96.370165,1005,2021,04,17,45.003,
Cando,48.471903,-99.166057,1485,2021,03,19,40.564,
Cando,48.471903,-99.166057,1485,2021,03,20,44.357,
Cando,48.471903,-99.166057,1485,2021,03,21,42.394,
Cando,48.471903,-99.166057,1485,2021,03,22,32.126,
Cando,48.471903,-99.166057,1485,2021,03,23,34.033,
Cando,48.471903,-99.166057,1485,2021,03,24,27.947,
Cando,48.471903,-99.166057,1485,2021,03,25,34.700,
